label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
entailment,"A Mac laptop, open, on top of a blue chair in a room with a group of people sitting in a semicircle around it.",A group watching the laptop.,"a mac laptop , open , on top of a blue chair in a room with a group of people sit in a semicircle around it .",a group watch the laptop .,DET PROPN NOUN PUNCT ADJ PUNCT ADP NOUN ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN ADP NOUN VERB ADP DET NOUN ADP PRON PUNCT,DET NOUN VERB DET NOUN PUNCT
entailment,"Man in boat wearing athletic shorts, a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing.",The man's attempt to catch a fish has been successful.,"man in boat wear athletic short , a backwards baseball cap and sunglasse unhook a fish he have catch while fish .",the man 's attempt to catch a fish have be successful .,NOUN ADP NOUN VERB ADJ NOUN PUNCT DET ADJ NOUN NOUN CCONJ VERB NOUN DET NOUN PRON AUX VERB SCONJ VERB PUNCT,DET NOUN PART NOUN PART VERB DET NOUN AUX AUX ADJ PUNCT
entailment,A blond pony-tailed woman and a gray-haired man converse while seated at a restaurant's outdoor area.,the man and woman are talking,a blond pony - tail woman and a gray - haired man converse while seat at a restaurant 's outdoor area .,the man and woman be talk,DET ADJ NOUN PUNCT VERB NOUN CCONJ DET ADJ PUNCT ADJ NOUN NOUN SCONJ VERB ADP DET NOUN PART ADJ NOUN PUNCT,DET NOUN CCONJ NOUN AUX VERB
entailment,A girl wearing a white sweater over a gray shirt is holding her hand over her mouth as she laughs.,A girl is wearing a white sweater.,a girl wear a white sweater over a gray shirt be hold her hand over her mouth as she laugh .,a girl be wear a white sweater .,DET NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN AUX VERB PRON NOUN ADP PRON NOUN ADP PRON VERB PUNCT,DET NOUN AUX VERB DET ADJ NOUN PUNCT
entailment,African American child listening to someone talking at a gymnastics tournament.,A kid listens to someone talk at a sporting event.,african american child listen to someone talk at a gymnastic tournament .,a kid listen to someone talk at a sporting event .,ADJ ADJ NOUN VERB ADP PRON VERB ADP DET NOUN NOUN PUNCT,DET NOUN VERB ADP PRON VERB ADP DET NOUN NOUN PUNCT
entailment,A man wearing sunglasses and a cap driving a Coast Gas truck past a rigging unit.,A man driving a gas truck.,a man wear sunglass and a cap drive a coast gas truck past a rigging unit .,a man drive a gas truck .,DET NOUN VERB NOUN CCONJ DET NOUN VERB DET PROPN PROPN NOUN ADP DET ADJ NOUN PUNCT,DET NOUN VERB DET NOUN NOUN PUNCT
entailment,The boy in the black jacket and checkered helmet does impressive jumps on his bike.,The boy is wearing a helmet.,the boy in the black jacket and checker helmet do impressive jump on his bike .,the boy be wear a helmet .,DET NOUN ADP DET ADJ NOUN CCONJ VERB NOUN AUX ADJ NOUN ADP PRON NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
entailment,A man wearing shorts and a tank top jumping into the air.,The man is jumping.,a man wear short and a tank top jump into the air .,the man be jump .,DET NOUN VERB NOUN CCONJ DET NOUN NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB PUNCT
entailment,"Three women are running through a puddle, and there are two women behind them.",Some people are running outside.,"three woman be run through a puddle , and there be two woman behind they .",some people be run outside .,NUM NOUN AUX VERB ADP DET NOUN PUNCT CCONJ PRON AUX NUM NOUN ADP PRON PUNCT,DET NOUN AUX VERB ADV PUNCT
entailment,An older man is sitting on a bench in front of a grassy area.,A man is outdoors.,an old man be sit on a bench in front of a grassy area .,a man be outdoors .,DET ADJ NOUN AUX VERB ADP DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX ADV PUNCT
entailment,Three women are walking down the street together near a very beautiful building.,three women are outdoors,three woman be walk down the street together near a very beautiful building .,three woman be outdoors,NUM NOUN AUX VERB ADP DET NOUN ADV ADP DET ADV ADJ NOUN PUNCT,NUM NOUN AUX ADV
entailment,Group sitting on a grassy hill resting.,They are resting on the hillside.,group sit on a grassy hill resting .,they be rest on the hillside .,PROPN VERB ADP DET ADJ NOUN NOUN PUNCT,PRON AUX VERB ADP DET NOUN PUNCT
entailment,Employee in pink shirt smiles for camera inside a restaurant kitchen.,The employee works for the restaurant.,employee in pink shirt smile for camera inside a restaurant kitchen .,the employee work for the restaurant .,NOUN ADP ADJ NOUN NOUN ADP NOUN ADP DET NOUN NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
entailment,A shirtless man standing on the edge of a stream.,A man took off his shirt near a river.,a shirtless man stand on the edge of a stream .,a man take off his shirt near a river .,DET NOUN NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN VERB ADP PRON NOUN ADP DET NOUN PUNCT
entailment,A farmers market where people show their skills and goods.,There is a farmer's market with many goods.,a farmer market where people show their skill and good .,there be a farmer 's market with many good .,DET NOUN NOUN SCONJ NOUN VERB PRON NOUN CCONJ NOUN PUNCT,PRON AUX DET NOUN PART NOUN ADP ADJ NOUN PUNCT
entailment,Boy in green sweater with white stripe on sleeve standing on wood planked floor with body of water in the background.,The boy stands near the water,boy in green sweater with white stripe on sleeve stand on wood planked floor with body of water in the background .,the boy stand near the water,INTJ ADP ADJ NOUN ADP ADJ NOUN ADP NOUN VERB ADP NOUN ADJ NOUN ADP NOUN ADP NOUN ADP DET NOUN PUNCT,DET NOUN VERB ADP DET NOUN
entailment,A man wearing a blue sweatshirt pulling a rope.,A man pulling a rope.,a man wear a blue sweatshirt pull a rope .,a man pull a rope .,DET NOUN VERB DET ADJ NOUN VERB DET NOUN PUNCT,DET NOUN VERB DET NOUN PUNCT
entailment,A man dressed in red and white holds out a basket while a young girl wearing pink donates to it.,A man collects donations.,a man dress in red and white hold out a basket while a young girl wear pink donate to it .,a man collect donation .,DET NOUN VERB ADP ADJ CCONJ ADJ VERB ADP DET NOUN SCONJ DET ADJ NOUN VERB ADJ NOUN ADP PRON PUNCT,DET NOUN VERB NOUN PUNCT
entailment,A skateboarder grinding a lip.,A person has a skateboard.,a skateboarder grind a lip .,a person have a skateboard .,DET NOUN VERB DET NOUN PUNCT,DET NOUN AUX DET NOUN PUNCT
entailment,Two Indian women in saris are bending over a wet street.,Two women are outside.,two indian woman in saris be bend over a wet street .,two woman be outside .,NUM ADJ NOUN ADP PROPN AUX VERB ADP DET ADJ NOUN PUNCT,NUM NOUN AUX ADV PUNCT
entailment,Two men are jumping into the air to catch the football.,Two men jump in the air and compete to catch the football.,two man be jump into the air to catch the football .,two man jump in the air and compete to catch the football .,NUM NOUN AUX VERB ADP DET NOUN PART VERB DET NOUN PUNCT,NUM NOUN VERB ADP DET NOUN CCONJ VERB PART VERB DET NOUN PUNCT
entailment,Three asian people sitting down.,Some humans sitting.,three asian people sit down .,some human sit .,NUM ADJ NOUN VERB ADP PUNCT,DET NOUN VERB PUNCT
entailment,The man wearing white clothes and white leg padding is practicing a sport.,The man is in athletic gear.,the man wear white clothe and white leg padding be practice a sport .,the man be in athletic gear .,DET NOUN VERB ADJ NOUN CCONJ ADJ NOUN NOUN AUX VERB DET NOUN PUNCT,DET NOUN AUX ADP ADJ NOUN PUNCT
entailment,"The two bare feet of gymnast are seen balancing atop a large, red balance ball at a public event.",Feet siting atop a red ball.,"the two bare foot of gymnast be see balance atop a large , red balance ball at a public event .",foot sit atop a red ball .,DET NUM ADJ NOUN ADP NOUN AUX VERB VERB ADP DET ADJ PUNCT ADJ NOUN NOUN ADP DET ADJ NOUN PUNCT,NOUN VERB ADP DET ADJ NOUN PUNCT
entailment,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",There are women sitting on a bench.,"group of old woman wear purple and red clothe , chili pepper jewelry , and large sombrero , sit on a brick bench .",there be woman sit on a bench .,PROPN ADP ADJ NOUN VERB ADJ CCONJ ADJ NOUN PUNCT NOUN NOUN NOUN PUNCT CCONJ ADJ NOUN PUNCT VERB ADP DET NOUN NOUN PUNCT,PRON AUX NOUN VERB ADP DET NOUN PUNCT
entailment,A man is barbecuing hotdogs and hamburger patties on a large grill.,The man knows how to cook food.,a man be barbecue hotdog and hamburger patty on a large grill .,the man know how to cook food .,DET NOUN AUX VERB NOUN CCONJ NOUN NOUN ADP DET ADJ NOUN PUNCT,DET NOUN VERB SCONJ PART VERB NOUN PUNCT
entailment,Three children sit in a field and play with a soccer ball.,Three kids are playing soccer.,three child sit in a field and play with a soccer ball .,three kid be play soccer .,NUM NOUN VERB ADP DET NOUN CCONJ VERB ADP DET NOUN NOUN PUNCT,NUM NOUN AUX VERB NOUN PUNCT
entailment,"A man wearing a long-sleeved white shirt and pink necktie, and a woman wearing a white blouse and black skirt walk next to a cinder block wall.",A man and a woman walk outside next to a block wall.,"a man wear a long - sleeve white shirt and pink necktie , and a woman wear a white blouse and black skirt walk next to a cinder block wall .",a man and a woman walk outside next to a block wall .,DET NOUN VERB DET ADV PUNCT VERB ADJ NOUN CCONJ ADJ NOUN PUNCT CCONJ DET NOUN VERB DET ADJ NOUN CCONJ ADJ NOUN VERB ADV ADP DET NOUN NOUN NOUN PUNCT,DET NOUN CCONJ DET NOUN VERB ADV ADV ADP DET NOUN NOUN PUNCT
entailment,Young woman enjoying herself playing pool.,A woman is having fun playing pool.,young woman enjoy herself play pool .,a woman be have fun play pool .,ADJ NOUN VERB PRON VERB NOUN PUNCT,DET NOUN AUX VERB ADJ VERB NOUN PUNCT
entailment,man washing the windows of a skyscraper,Man washing windows.,man wash the window of a skyscraper,man wash window .,NOUN VERB DET NOUN ADP DET NOUN,NOUN VERB NOUN PUNCT
entailment,A busy outdoor kiosk to sell items.,A busy outdoor kiosk.,a busy outdoor kiosk to sell item .,a busy outdoor kiosk .,DET ADJ ADJ NOUN PART VERB NOUN PUNCT,DET ADJ ADJ NOUN PUNCT
entailment,A group of people stand with their hands raised while standing on a wooden floor and in front of a blue backdrop.,A group of people with their hands in the air while standing on a floor made out of dead trees.,a group of people stand with their hand raise while stand on a wooden floor and in front of a blue backdrop .,a group of people with their hand in the air while stand on a floor make out of dead tree .,DET NOUN ADP NOUN VERB ADP PRON NOUN VERB SCONJ VERB ADP DET ADJ NOUN CCONJ ADP NOUN ADP DET ADJ NOUN PUNCT,DET NOUN ADP NOUN ADP PRON NOUN ADP DET NOUN SCONJ VERB ADP DET NOUN VERB ADP ADP ADJ NOUN PUNCT
entailment,A young child with a hat on playing with a bubble machine.,A kid is wearing a hat.,a young child with a hat on play with a bubble machine .,a kid be wear a hat .,DET ADJ NOUN ADP DET NOUN ADP VERB ADP DET NOUN NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
entailment,Four children jumping on the shore.,There are four children.,four child jump on the shore .,there be four child .,NUM NOUN VERB ADP DET NOUN PUNCT,PRON AUX NUM NOUN PUNCT
entailment,A boy and an old man with a cane are talking.,The boy is talking to the man.,a boy and an old man with a cane be talk .,the boy be talk to the man .,DET NOUN CCONJ DET ADJ NOUN ADP DET NOUN AUX VERB PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
entailment,"A football team is seen making plays, blocking, catching and running.",A football team is playing.,"a football team be see make play , block , catch and run .",a football team be play .,DET NOUN NOUN AUX VERB VERB NOUN PUNCT VERB PUNCT VERB CCONJ VERB PUNCT,DET NOUN NOUN AUX VERB PUNCT
entailment,"Two people look toward the camera as they cross the street in front of a red building with a sign saying, ""Royal.""",A red building has a sign.,"two people look toward the camera as they cross the street in front of a red building with a sign say , "" royal . """,a red building have a sign .,NUM NOUN VERB ADP DET NOUN ADP PRON VERB DET NOUN ADP NOUN ADP DET ADJ NOUN ADP DET NOUN VERB PUNCT PUNCT PROPN PUNCT PUNCT,DET ADJ NOUN AUX DET NOUN PUNCT
entailment,A marching band wearing blue and black dances on the street.,There is a marching band on the street.,a march band wear blue and black dance on the street .,there be a march band on the street .,DET VERB NOUN VERB ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT,PRON AUX DET VERB NOUN ADP DET NOUN PUNCT
entailment,A group of musicians inside of a living room with white walls and brown rugs playing their music.,Some people play music.,a group of musician inside of a living room with white wall and brown rug play their music .,some people play music .,DET NOUN ADP NOUN ADV ADP DET NOUN NOUN ADP ADJ NOUN CCONJ ADJ NOUN VERB PRON NOUN PUNCT,DET NOUN VERB NOUN PUNCT
entailment,A man in a blue shirt is standing on a ladder cleaning a window.,A man in a blue shirt is cleaning a window from a ladder.,a man in a blue shirt be stand on a ladder clean a window .,a man in a blue shirt be clean a window from a ladder .,DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN VERB DET NOUN PUNCT,DET NOUN ADP DET ADJ NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT
entailment,"Two soccer players, one in red one in blue, running to kick the ball in soccer game.",Soccer players are running to kick the ball.,"two soccer player , one in red one in blue , run to kick the ball in soccer game .",soccer player be run to kick the ball .,NUM NOUN NOUN PUNCT NUM ADP ADJ NUM ADP ADJ PUNCT VERB PART VERB DET NOUN ADP NOUN NOUN PUNCT,NOUN NOUN AUX VERB PART VERB DET NOUN PUNCT
entailment,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,A young girl and a woman are walking on the sidewalk.,a young girl dress in a minnie mouse outfit and an old woman walk down the sidewalk .,a young girl and a woman be walk on the sidewalk .,DET ADJ NOUN VERB ADP DET PROPN NOUN NOUN CCONJ DET ADJ NOUN VERB ADP DET NOUN PUNCT,DET ADJ NOUN CCONJ DET NOUN AUX VERB ADP DET NOUN PUNCT
entailment,"Two men, both in red shirts, one in midair while they are playing basketball.",Men are playing basketball.,"two man , both in red shirt , one in midair while they be play basketball .",man be play basketball .,NUM NOUN PUNCT DET ADP ADJ NOUN PUNCT NUM ADP NOUN SCONJ PRON AUX VERB NOUN PUNCT,NOUN AUX VERB NOUN PUNCT
entailment,"Guy with long brown, curly hair and eyeglasses, playing guitar, sitting on grass, wearing striped shirt and blue jeans.",a man is playing his guitar,"guy with long brown , curly hair and eyeglass , play guitar , sit on grass , wear striped shirt and blue jean .",a man be play his guitar,NOUN ADP ADJ ADJ PUNCT ADJ NOUN CCONJ NOUN PUNCT VERB NOUN PUNCT VERB ADP NOUN PUNCT VERB ADJ NOUN CCONJ ADJ NOUN PUNCT,DET NOUN AUX VERB PRON NOUN
entailment,A man jumps from one boulder to another and two men try to catch him as he barely makes it.,A man risks his life jumping from boulder to boulder as his friends make sure he doesn't fall.,a man jump from one boulder to another and two man try to catch he as he barely make it .,a man risk his life jump from boulder to boulder as his friend make sure he do not fall .,DET NOUN VERB ADP NUM NOUN ADP DET CCONJ NUM NOUN VERB PART VERB PRON ADP PRON ADV VERB PRON PUNCT,DET NOUN VERB PRON NOUN VERB ADP NOUN PART VERB ADP PRON NOUN VERB ADJ PRON AUX PART VERB PUNCT
entailment,A boy is being covered in sand at the beach.,The boy is at the beach.,a boy be be cover in sand at the beach .,the boy be at the beach .,DET NOUN AUX AUX VERB ADP NOUN ADP DET NOUN PUNCT,DET NOUN AUX ADP DET NOUN PUNCT
entailment,Two hockey players line up for a face-off during a game.,There are people playing a hockey game.,two hockey player line up for a face - off during a game .,there be people play a hockey game .,NUM NOUN NOUN VERB ADP ADP DET NOUN PUNCT NOUN ADP DET NOUN PUNCT,PRON AUX NOUN VERB DET NOUN NOUN PUNCT
